"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_1","FOTU_1","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cladosporioides","Cladosporium_cladosporioides","FOTU_1_Cladosporium_cladosporioides"
"FOTU_2","FOTU_2","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_2_Fungi"
"FOTU_3","FOTU_3","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Gilmaniella","humicola","Gilmaniella_humicola","FOTU_3_Gilmaniella_humicola"
"FOTU_4","FOTU_4","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_4_unidentified"
"FOTU_5","FOTU_5","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified","Fusarium","FOTU_5_Fusarium"
"FOTU_6","FOTU_6","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","unidentified","Fusicolla","FOTU_6_Fusicolla"
"FOTU_7","FOTU_7","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","cucumerina","Plectosphaerella_cucumerina","FOTU_7_Plectosphaerella_cucumerina"
"FOTU_8","FOTU_8","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_8_Fungi"
"FOTU_9","FOTU_9","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unidentified","unidentified","Didymellaceae","FOTU_9_Didymellaceae"
"FOTU_10","FOTU_10","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_10_Tetracladium"
"FOTU_11","FOTU_11","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","unidentified","Gibellulopsis","FOTU_11_Gibellulopsis"
"FOTU_12","FOTU_12","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","equiseti","Fusarium_equiseti","FOTU_12_Fusarium_equiseti"
"FOTU_13","FOTU_13","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","flavus","Talaromyces_flavus","FOTU_13_Talaromyces_flavus"
"FOTU_14","FOTU_14","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","unidentified","unidentified","FOTU_14_Mock"
"FOTU_15","FOTU_15","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","oxalicum","Penicillium_oxalicum","FOTU_15_Penicillium_oxalicum"
"FOTU_16","FOTU_16","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","Mortierella_rishikesha","FOTU_16_Mortierella_rishikesha"
"FOTU_17","FOTU_17","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock8","unidentified","FOTU_17_Mock_mock8"
"FOTU_18","FOTU_18","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","rosea","Clonostachys_rosea","FOTU_18_Clonostachys_rosea"
"FOTU_19","FOTU_19","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","grande","Chaetomium_grande","FOTU_19_Chaetomium_grande"
"FOTU_20","FOTU_20","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified","Fusarium","FOTU_20_Fusarium"
"FOTU_21","FOTU_21","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock10","unidentified","FOTU_21_Mock_mock10"
"FOTU_22","FOTU_22","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","unidentified","unidentified","FOTU_22_Mock"
"FOTU_23","FOTU_23","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria","verrucaria","Albifimbria_verrucaria","FOTU_23_Albifimbria_verrucaria"
"FOTU_24","FOTU_24","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","tenuissima","Alternaria_tenuissima","FOTU_24_Alternaria_tenuissima"
"FOTU_25","FOTU_25","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_25_Fungi"
"FOTU_26","FOTU_26","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock1","unidentified","FOTU_26_Mock_mock1"
"FOTU_27","FOTU_27","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","fischeri","Aspergillus_fischeri","FOTU_27_Aspergillus_fischeri"
"FOTU_28","FOTU_28","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock3","unidentified","FOTU_28_Mock_mock3"
"FOTU_29","FOTU_29","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock11","unidentified","FOTU_29_Mock_mock11"
"FOTU_30","FOTU_30","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_30_Hypocreales"
"FOTU_31","FOTU_31","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock2","unidentified","FOTU_31_Mock_mock2"
"FOTU_32","FOTU_32","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","unidentified","Trichoderma","FOTU_32_Trichoderma"
"FOTU_33","FOTU_33","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_33_Ascomycota"
"FOTU_34","FOTU_34","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","unidentified","Viridiplantae","FOTU_34_Mock"
"FOTU_35","FOTU_35","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria","candida","Neonectria_candida","FOTU_35_Neonectria_candida"
"FOTU_36","FOTU_36","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_36_Ascomycota"
"FOTU_37","FOTU_37","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","praesistens","Lecanora_praesistens","FOTU_37_Lecanora_praesistens"
"FOTU_38","FOTU_38","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","tricinctum","Fusarium_tricinctum","FOTU_38_Fusarium_tricinctum"
"FOTU_39","FOTU_39","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","unidentified","unidentified","FOTU_39_Mock"
"FOTU_40","FOTU_40","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_40_Tetracladium"
"FOTU_41","FOTU_41","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","zychae","Linnemannia_zychae","FOTU_41_Linnemannia_zychae"
"FOTU_42","FOTU_42","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","leptospora","Pyrenochaetopsis_leptospora","FOTU_42_Pyrenochaetopsis_leptospora"
"FOTU_43","FOTU_43","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","saturnus","Cyberlindnera_saturnus","FOTU_43_Cyberlindnera_saturnus"
"FOTU_44","FOTU_44","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","punctatus","Spizellomyces_punctatus","FOTU_44_Spizellomyces_punctatus"
"FOTU_45","FOTU_45","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","nigrescens","Humicola_nigrescens","FOTU_45_Humicola_nigrescens"
"FOTU_46","FOTU_46","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","unidentified","Gliomastix","FOTU_46_Gliomastix"
"FOTU_47","FOTU_47","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","pullulans","Tausonia_pullulans","FOTU_47_Tausonia_pullulans"
"FOTU_48","FOTU_48","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","rosigena","Neosetophoma_rosigena","FOTU_48_Neosetophoma_rosigena"
"FOTU_49","FOTU_49","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","unidentified","unidentified","Chaetosphaeriaceae","FOTU_49_Chaetosphaeriaceae"
"FOTU_50","FOTU_50","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unidentified","unidentified","Chaetomiaceae","FOTU_50_Chaetomiaceae"
"FOTU_51","FOTU_51","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","aquaeductuum","Fusicolla_aquaeductuum","FOTU_51_Fusicolla_aquaeductuum"
"FOTU_52","FOTU_52","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","minutissima","Podila_minutissima","FOTU_52_Podila_minutissima"
"FOTU_53","FOTU_53","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_53_Linnemannia_amoeboidea"
"FOTU_54","FOTU_54","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","kiliense","Sarocladium_kiliense","FOTU_54_Sarocladium_kiliense"
"FOTU_55","FOTU_55","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Bullera","alba","Bullera_alba","FOTU_55_Bullera_alba"
"FOTU_56","FOTU_56","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","unidentified","Exophiala","FOTU_56_Exophiala"
"FOTU_57","FOTU_57","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified","Fusarium","FOTU_57_Fusarium"
"FOTU_58","FOTU_58","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","ninguis","Peziza_ninguis","FOTU_58_Peziza_ninguis"
"FOTU_59","FOTU_59","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_59_unidentified"
"FOTU_60","FOTU_60","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unidentified","unidentified","Nectriaceae","FOTU_60_Nectriaceae"
"FOTU_61","FOTU_61","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Polytolypa","unidentified","Polytolypa","FOTU_61_Polytolypa"
"FOTU_62","FOTU_62","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_62_Ascomycota"
"FOTU_63","FOTU_63","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","cassiicola","Corynespora_cassiicola","FOTU_63_Corynespora_cassiicola"
"FOTU_64","FOTU_64","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","frigida","Mrakia_frigida","FOTU_64_Mrakia_frigida"
"FOTU_65","FOTU_65","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_65_Linnemannia_amoeboidea"
"FOTU_66","FOTU_66","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum","Chloridium_aseptatum","FOTU_66_Chloridium_aseptatum"
"FOTU_67","FOTU_67","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","parasiticus","Aspergillus_parasiticus","FOTU_67_Aspergillus_parasiticus"
"FOTU_68","FOTU_68","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_68_Pleosporales"
"FOTU_69","FOTU_69","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock1","Fungi","FOTU_69_Mock_mock1"
"FOTU_70","FOTU_70","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_70_Schizothecium"
"FOTU_71","FOTU_71","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unidentified","unidentified","Chaetomiaceae","FOTU_71_Chaetomiaceae"
"FOTU_72","FOTU_72","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_72_Basidiomycota"
"FOTU_73","FOTU_73","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","unidentified","Arthrobotrys","FOTU_73_Arthrobotrys"
"FOTU_74","FOTU_74","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","polysporum","Trichoderma_polysporum","FOTU_74_Trichoderma_polysporum"
"FOTU_75","FOTU_75","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_75_Viridiplantae"
"FOTU_76","FOTU_76","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_76_Sordariomycetes"
"FOTU_77","FOTU_77","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neoophiobolus","chromolaenae","Neoophiobolus_chromolaenae","FOTU_77_Neoophiobolus_chromolaenae"
"FOTU_78","FOTU_78","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","circinata","Periconia_circinata","FOTU_78_Periconia_circinata"
"FOTU_79","FOTU_79","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","oligospora","Sagenomella_oligospora","FOTU_79_Sagenomella_oligospora"
"FOTU_80","FOTU_80","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","applanatum","Ganoderma_applanatum","FOTU_80_Ganoderma_applanatum"
"FOTU_81","FOTU_81","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_81_Hypocreales"
"FOTU_82","FOTU_82","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_82_Schizothecium"
"FOTU_83","FOTU_83","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_83_Spizellomycetales_gen_Incertae_sedis"
"FOTU_84","FOTU_84","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_84_Fungi"
"FOTU_85","FOTU_85","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","colostri","Rhodosporidiobolus_colostri","FOTU_85_Rhodosporidiobolus_colostri"
"FOTU_86","FOTU_86","Fungi","Chytridiomycota","GS13","GS13_ord_Incertae_sedis","GS13_fam_Incertae_sedis","GS13_gen_Incertae_sedis","unidentified","GS13_gen_Incertae_sedis","FOTU_86_GS13_gen_Incertae_sedis"
"FOTU_87","FOTU_87","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","unidentified","unidentified","Coniochaetaceae","FOTU_87_Coniochaetaceae"
"FOTU_88","FOTU_88","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","Niesslia_mucida","FOTU_88_Niesslia_mucida"
"FOTU_89","FOTU_89","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","assiutensis","Talaromyces_assiutensis","FOTU_89_Talaromyces_assiutensis"
"FOTU_90","FOTU_90","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unidentified","Phaeosphaeria","FOTU_90_Phaeosphaeria"
"FOTU_91","FOTU_91","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","unidentified","Trichoderma","FOTU_91_Trichoderma"
"FOTU_92","FOTU_92","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","unidentified","Mortierella","FOTU_92_Mortierella"
"FOTU_93","FOTU_93","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock2","Fungi","FOTU_93_Mock_mock2"
"FOTU_94","FOTU_94","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","persicinum","Acremonium_persicinum","FOTU_94_Acremonium_persicinum"
"FOTU_95","FOTU_95","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_95_Schizothecium"
"FOTU_96","FOTU_96","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","lanosoniveum","Simplicillium_lanosoniveum","FOTU_96_Simplicillium_lanosoniveum"
"FOTU_97","FOTU_97","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","Scytalidium","FOTU_97_Scytalidium"
"FOTU_98","FOTU_98","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","chilensis","Fibulochlamys_chilensis","FOTU_98_Fibulochlamys_chilensis"
"FOTU_99","FOTU_99","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomycetaceae_gen_Incertae_sedis","unidentified","Powellomycetaceae_gen_Incertae_sedis","FOTU_99_Powellomycetaceae_gen_Incertae_sedis"
"FOTU_100","FOTU_100","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_100_Tetracladium"
"FOTU_101","FOTU_101","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_101_unidentified"
"FOTU_102","FOTU_102","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","unidentified","Epicoccum","FOTU_102_Epicoccum"
"FOTU_103","FOTU_103","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","chlamydosporia","Metacordyceps_chlamydosporia","FOTU_103_Metacordyceps_chlamydosporia"
"FOTU_104","FOTU_104","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","frias","Papiliotrema_frias","FOTU_104_Papiliotrema_frias"
"FOTU_105","FOTU_105","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","unidentified","Cercospora","FOTU_105_Cercospora"
"FOTU_106","FOTU_106","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pulvinulaceae","Pulvinulaceae_gen_Incertae_sedis","unidentified","Pulvinulaceae_gen_Incertae_sedis","FOTU_106_Pulvinulaceae_gen_Incertae_sedis"
"FOTU_107","FOTU_107","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","strictum","Sarocladium_strictum","FOTU_107_Sarocladium_strictum"
"FOTU_108","FOTU_108","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiales_fam_Incertae_sedis","Blastocladiales_gen_Incertae_sedis","unidentified","Blastocladiales_gen_Incertae_sedis","FOTU_108_Blastocladiales_gen_Incertae_sedis"
"FOTU_109","FOTU_109","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unidentified","Coniochaeta","FOTU_109_Coniochaeta"
"FOTU_110","FOTU_110","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","terricola","Solicoccozyma_terricola","FOTU_110_Solicoccozyma_terricola"
"FOTU_111","FOTU_111","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","globosa","Malassezia_globosa","FOTU_111_Malassezia_globosa"
"FOTU_112","FOTU_112","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Stagonosporopsis","unidentified","Stagonosporopsis","FOTU_112_Stagonosporopsis"
"FOTU_113","FOTU_113","Viridiplantae","Anthophyta","Eudicotyledonae","Brassicales","Brassicaceae","Camelina","microcarpa","Camelina_microcarpa","FOTU_113_Camelina_microcarpa"
"FOTU_114","FOTU_114","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","proteae","Ramularia_proteae","FOTU_114_Ramularia_proteae"
"FOTU_115","FOTU_115","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_115_unidentified"
"FOTU_116","FOTU_116","Fungi","Ascomycota","Pezizomycetes","Pezizales","unidentified","unidentified","unidentified","Pezizales","FOTU_116_Pezizales"
"FOTU_117","FOTU_117","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","sake","Candida_sake","FOTU_117_Candida_sake"
"FOTU_118","FOTU_118","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces","unidentified","Tetragoniomyces","FOTU_118_Tetragoniomyces"
"FOTU_119","FOTU_119","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unidentified","Preussia","FOTU_119_Preussia"
"FOTU_120","FOTU_120","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_120_Fungi"
"FOTU_121","FOTU_121","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","ambigua","Mortierella_ambigua","FOTU_121_Mortierella_ambigua"
"FOTU_122","FOTU_122","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","chartarum","Pseudopithomyces_chartarum","FOTU_122_Pseudopithomyces_chartarum"
"FOTU_123","FOTU_123","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_123_Fungi"
"FOTU_124","FOTU_124","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_124_Schizothecium"
"FOTU_125","FOTU_125","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_125_Pleosporales"
"FOTU_126","FOTU_126","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","unidentified","Neosetophoma","FOTU_126_Neosetophoma"
"FOTU_127","FOTU_127","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Tetraplosphaeriaceae","Tetraploa","yunnanensis","Tetraploa_yunnanensis","FOTU_127_Tetraploa_yunnanensis"
"FOTU_128","FOTU_128","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_128_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_129","FOTU_129","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Spiromastix","unidentified","Spiromastix","FOTU_129_Spiromastix"
"FOTU_130","FOTU_130","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_130_unidentified"
"FOTU_131","FOTU_131","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","aerugineum","Trichoderma_aerugineum","FOTU_131_Trichoderma_aerugineum"
"FOTU_132","FOTU_132","Viridiplantae","Anthophyta","Eudicotyledonae","Ericales","Primulaceae","Lysimachia","linum-stellatum","Lysimachia_linum-stellatum","FOTU_132_Lysimachia_linum-stellatum"
"FOTU_133","FOTU_133","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","macerans","Cystofilobasidium_macerans","FOTU_133_Cystofilobasidium_macerans"
"FOTU_134","FOTU_134","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_134_Ascomycota"
"FOTU_135","FOTU_135","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","pisciphila","Exophiala_pisciphila","FOTU_135_Exophiala_pisciphila"
"FOTU_136","FOTU_136","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Collarina","unidentified","Collarina","FOTU_136_Collarina"
"FOTU_137","FOTU_137","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","unidentified","Chaetosphaeria","FOTU_137_Chaetosphaeria"
"FOTU_138","FOTU_138","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","desmazieri","Neoascochyta_desmazieri","FOTU_138_Neoascochyta_desmazieri"
"FOTU_139","FOTU_139","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_139_Fungi"
"FOTU_140","FOTU_140","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_140_unidentified"
"FOTU_141","FOTU_141","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_141_Viridiplantae"
"FOTU_142","FOTU_142","Fungi","Kickxellomycota","Kickxellomycota_cls_Incertae_sedis","Kickxellomycota_ord_Incertae_sedis","Kickxellomycota_fam_Incertae_sedis","Kickxellomycota_gen_Incertae_sedis","unidentified","Kickxellomycota_gen_Incertae_sedis","FOTU_142_Kickxellomycota_gen_Incertae_sedis"
"FOTU_143","FOTU_143","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unidentified","unidentified","Didymellaceae","FOTU_143_Didymellaceae"
"FOTU_144","FOTU_144","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_144_Pleosporales"
"FOTU_145","FOTU_145","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","plurigibbosus","Spizellomyces_plurigibbosus","FOTU_145_Spizellomyces_plurigibbosus"
"FOTU_146","FOTU_146","Viridiplantae","Anthophyta","Eudicotyledonae","Malvales","Malvaceae","Gossypium","thurberi","Gossypium_thurberi","FOTU_146_Gossypium_thurberi"
"FOTU_147","FOTU_147","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_147_Fungi"
"FOTU_148","FOTU_148","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Aaosphaeria","arxii","Aaosphaeria_arxii","FOTU_148_Aaosphaeria_arxii"
"FOTU_149","FOTU_149","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","Myrmecridium_schulzeri","FOTU_149_Myrmecridium_schulzeri"
"FOTU_150","FOTU_150","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","Marquandomyces_marquandii","FOTU_150_Marquandomyces_marquandii"
"FOTU_151","FOTU_151","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Dendryphion","europaeum","Dendryphion_europaeum","FOTU_151_Dendryphion_europaeum"
